ds,y
2018-03-19 05:30:00,9803
2018-03-19 06:00:00,10159
2018-03-19 06:30:00,10715
2018-03-19 07:00:00,11100
2018-03-19 07:30:00,11934
2018-03-19 08:00:00,12372
2018-03-19 08:30:00,12616
2018-03-19 09:00:00,12830
2018-03-19 09:30:00,13025
2018-03-19 10:00:00,13130
2018-03-19 10:30:00,13228
2018-03-19 11:00:00,13368
2018-03-19 11:30:00,13374
2018-03-19 12:00:00,13498
2018-03-19 12:30:00,13488
2018-03-19 13:00:00,13341
2018-03-19 13:30:00,13231
2018-03-19 14:00:00,13173
2018-03-19 14:30:00,13311
2018-03-19 15:00:00,13052
2018-03-19 15:30:00,12818
2018-03-19 16:00:00,12892
2018-03-19 16:30:00,12901
2018-03-19 17:00:00,12984
2018-03-19 17:30:00,13075
2018-03-19 18:00:00,13181
2018-03-19 18:30:00,13368
2018-03-19 19:00:00,13760
2018-03-19 19:30:00,14093
2018-03-19 20:00:00,13943
2018-03-19 20:30:00,13402
2018-03-19 21:00:00,12993
2018-03-19 21:30:00,12482
2018-03-19 22:00:00,11968
2018-03-19 22:30:00,12033
2018-03-19 23:00:00,12503
2018-03-19 23:30:00,12091
2018-03-20 00:00:00,11680
2018-03-20 00:30:00,11334
2018-03-20 01:00:00,10937
2018-03-20 01:30:00,10444
2018-03-20 02:00:00,10136
2018-03-20 02:30:00,10225
2018-03-20 03:00:00,10049
2018-03-20 03:30:00,9995
2018-03-20 04:00:00,9885
2018-03-20 04:30:00,10010
2018-03-20 05:00:00,10070
2018-03-20 05:30:00,10467
2018-03-20 06:00:00,10864
2018-03-20 06:30:00,11589
2018-03-20 07:00:00,11935
2018-03-20 07:30:00,12653
2018-03-20 08:00:00,13146
2018-03-20 08:30:00,13139
2018-03-20 09:00:00,13212
2018-03-20 09:30:00,13171
2018-03-20 10:00:00,13159
2018-03-20 10:30:00,13006
2018-03-20 11:00:00,12874
2018-03-20 11:30:00,12831
2018-03-20 12:00:00,13046
2018-03-20 12:30:00,13107
2018-03-20 13:00:00,12944
2018-03-20 13:30:00,12800
2018-03-20 14:00:00,12559
2018-03-20 14:30:00,12345
2018-03-20 15:00:00,12120
2018-03-20 15:30:00,11763
2018-03-20 16:00:00,11642
2018-03-20 16:30:00,11528
2018-03-20 17:00:00,11399
2018-03-20 17:30:00,11476
2018-03-20 18:00:00,11566
2018-03-20 18:30:00,11832
2018-03-20 19:00:00,12390
2018-03-20 19:30:00,13089
2018-03-20 20:00:00,13164
2018-03-20 20:30:00,12764
2018-03-20 21:00:00,12320
2018-03-20 21:30:00,11833
2018-03-20 22:00:00,11472
2018-03-20 22:30:00,11447
2018-03-20 23:00:00,11986
2018-03-20 23:30:00,11620
2018-03-21 00:00:00,11284
2018-03-21 00:30:00,10957
2018-03-21 01:00:00,10549
2018-03-21 01:30:00,10133
2018-03-21 02:00:00,9805
2018-03-21 02:30:00,9859
2018-03-21 03:00:00,9711
2018-03-21 03:30:00,9495
2018-03-21 04:00:00,9404
2018-03-21 04:30:00,9469
2018-03-21 05:00:00,9650
2018-03-21 05:30:00,9994
2018-03-21 06:00:00,10299
2018-03-21 06:30:00,10982
2018-03-21 07:00:00,11329
2018-03-21 07:30:00,11999
2018-03-21 08:00:00,12447
2018-03-21 08:30:00,12609
2018-03-21 09:00:00,12796
2018-03-21 09:30:00,12854
2018-03-21 10:00:00,12918
2018-03-21 10:30:00,12826
2018-03-21 11:00:00,12750
2018-03-21 11:30:00,12547
2018-03-21 12:00:00,12544
2018-03-21 12:30:00,12485
2018-03-21 13:00:00,12090
2018-03-21 13:30:00,11883
2018-03-21 14:00:00,11673
2018-03-21 14:30:00,11561
2018-03-21 15:00:00,11373
2018-03-21 15:30:00,11119
2018-03-21 16:00:00,11049
2018-03-21 16:30:00,11052
2018-03-21 17:00:00,11089
2018-03-21 17:30:00,11179
2018-03-21 18:00:00,11325
2018-03-21 18:30:00,11522
2018-03-21 19:00:00,12006
2018-03-21 19:30:00,12601
2018-03-21 20:00:00,12647
2018-03-21 20:30:00,12177
2018-03-21 21:00:00,11897
2018-03-21 21:30:00,11406
2018-03-21 22:00:00,11043
2018-03-21 22:30:00,11086
2018-03-21 23:00:00,11568
2018-03-21 23:30:00,11207
2018-03-22 00:00:00,10891
2018-03-22 00:30:00,10592
2018-03-22 01:00:00,10095
2018-03-22 01:30:00,9802
2018-03-22 02:00:00,9482
2018-03-22 02:30:00,9572
2018-03-22 03:00:00,9235
2018-03-22 03:30:00,9176
2018-03-22 04:00:00,9070
2018-03-22 04:30:00,9150
2018-03-22 05:00:00,9161
2018-03-22 05:30:00,9465
2018-03-22 06:00:00,9692
2018-03-22 06:30:00,10296
2018-03-22 07:00:00,10559
2018-03-22 07:30:00,11273
2018-03-22 08:00:00,11648
2018-03-22 08:30:00,11842
2018-03-22 09:00:00,12056
2018-03-22 09:30:00,12205
2018-03-22 10:00:00,12228
2018-03-22 10:30:00,12199
2018-03-22 11:00:00,12236
2018-03-22 11:30:00,12065
2018-03-22 12:00:00,12153
2018-03-22 12:30:00,12103
2018-03-22 13:00:00,11879
2018-03-22 13:30:00,11795
2018-03-22 14:00:00,11539
2018-03-22 14:30:00,11695
2018-03-22 15:00:00,11394
2018-03-22 15:30:00,11189
2018-03-22 16:00:00,11139
2018-03-22 16:30:00,11096
2018-03-22 17:00:00,11069
2018-03-22 17:30:00,11175
2018-03-22 18:00:00,11308
2018-03-22 18:30:00,11557
2018-03-22 19:00:00,11888
2018-03-22 19:30:00,12282
2018-03-22 20:00:00,12254
2018-03-22 20:30:00,11751
2018-03-22 21:00:00,11388
2018-03-22 21:30:00,10992
2018-03-22 22:00:00,10584
2018-03-22 22:30:00,10574
2018-03-22 23:00:00,11056
2018-03-22 23:30:00,10575
2018-03-23 00:00:00,10309
2018-03-23 00:30:00,10088
2018-03-23 01:00:00,9569
2018-03-23 01:30:00,9140
2018-03-23 02:00:00,8855
2018-03-23 02:30:00,8881
2018-03-23 03:00:00,8632
2018-03-23 03:30:00,8502
2018-03-23 04:00:00,8411
2018-03-23 04:30:00,8489
2018-03-23 05:00:00,8590
2018-03-23 05:30:00,8939
2018-03-23 06:00:00,9275
2018-03-23 06:30:00,9931
2018-03-23 07:00:00,10288
2018-03-23 07:30:00,11034
2018-03-23 08:00:00,11431
2018-03-23 08:30:00,11609
2018-03-23 09:00:00,11772
2018-03-23 09:30:00,11800
2018-03-23 10:00:00,11848
2018-03-23 10:30:00,11863
2018-03-23 11:00:00,11857
2018-03-23 11:30:00,11896
2018-03-23 12:00:00,11988
2018-03-23 12:30:00,11956
2018-03-23 13:00:00,11842
2018-03-23 13:30:00,11685
2018-03-23 14:00:00,11558
2018-03-23 14:30:00,11614
2018-03-23 15:00:00,11427
2018-03-23 15:30:00,11302
2018-03-23 16:00:00,11237
2018-03-23 16:30:00,11149
2018-03-23 17:00:00,11162
2018-03-23 17:30:00,11201
2018-03-23 18:00:00,11305
2018-03-23 18:30:00,11426
2018-03-23 19:00:00,11763
2018-03-23 19:30:00,12123
2018-03-23 20:00:00,12011
2018-03-23 20:30:00,11523
2018-03-23 21:00:00,11196
2018-03-23 21:30:00,10750
2018-03-23 22:00:00,10402
2018-03-23 22:30:00,10395
2018-03-23 23:00:00,10824
2018-03-23 23:30:00,10529
2018-03-24 00:00:00,10231
2018-03-24 00:30:00,9851
2018-03-24 01:00:00,9416
2018-03-24 01:30:00,8980
2018-03-24 02:00:00,8631
2018-03-24 02:30:00,8555
2018-03-24 03:00:00,8336
2018-03-24 03:30:00,8151
2018-03-24 04:00:00,8049
2018-03-24 04:30:00,8063
2018-03-24 05:00:00,8112
2018-03-24 05:30:00,8265
2018-03-24 06:00:00,8359
2018-03-24 06:30:00,8527
2018-03-24 07:00:00,8472
2018-03-24 07:30:00,8807
2018-03-24 08:00:00,9014
2018-03-24 08:30:00,9414
2018-03-24 09:00:00,9733
2018-03-24 09:30:00,9852
2018-03-24 10:00:00,10045
2018-03-24 10:30:00,10005
2018-03-24 11:00:00,10003
2018-03-24 11:30:00,9891
2018-03-24 12:00:00,9985
2018-03-24 12:30:00,9940
2018-03-24 13:00:00,9763
2018-03-24 13:30:00,9490
2018-03-24 14:00:00,9317
2018-03-24 14:30:00,9303
2018-03-24 15:00:00,9031
2018-03-24 15:30:00,8765
2018-03-24 16:00:00,8607
2018-03-24 16:30:00,8528
2018-03-24 17:00:00,8477
2018-03-24 17:30:00,8503
2018-03-24 18:00:00,8666
2018-03-24 18:30:00,8834
2018-03-24 19:00:00,9206
2018-03-24 19:30:00,9823
2018-03-24 20:00:00,10029
2018-03-24 20:30:00,9821
2018-03-24 21:00:00,9578
2018-03-24 21:30:00,9269
2018-03-24 22:00:00,8950
2018-03-24 22:30:00,9049
2018-03-24 23:00:00,9615
2018-03-24 23:30:00,9393
2018-03-25 00:00:00,9183
2018-03-25 00:30:00,9000
2018-03-25 01:00:00,8570
2018-03-25 01:30:00,8209
2018-03-25 02:00:00,7917
2018-03-25 02:30:00,8209
2018-03-25 03:00:00,7917
2018-03-25 03:30:00,7820
2018-03-25 04:00:00,7610
2018-03-25 04:30:00,7460
2018-03-25 05:00:00,7379
2018-03-25 05:30:00,7441
2018-03-25 06:00:00,7432
2018-03-25 06:30:00,7439
2018-03-25 07:00:00,7480
2018-03-25 07:30:00,7642
2018-03-25 08:00:00,7483
2018-03-25 08:30:00,7818
2018-03-25 09:00:00,8051
2018-03-25 09:30:00,8270
2018-03-25 10:00:00,8559
2018-03-25 10:30:00,8737
2018-03-25 11:00:00,8905
2018-03-25 11:30:00,9055
2018-03-25 12:00:00,9167
2018-03-25 12:30:00,9242
2018-03-25 13:00:00,9204
2018-03-25 13:30:00,8956
2018-03-25 14:00:00,8607
2018-03-25 14:30:00,8638
2018-03-25 15:00:00,8419
2018-03-25 15:30:00,8257
2018-03-25 16:00:00,8073
2018-03-25 16:30:00,7860
2018-03-25 17:00:00,7799
2018-03-25 17:30:00,7802
2018-03-25 18:00:00,7970
2018-03-25 18:30:00,8189
2018-03-25 19:00:00,8527
2018-03-25 19:30:00,8898
2018-03-25 20:00:00,9212
2018-03-25 20:30:00,9380
2018-03-25 21:00:00,9329
2018-03-25 21:30:00,9042
2018-03-25 22:00:00,8738
2018-03-25 22:30:00,8762
2018-03-25 23:00:00,9249
2018-03-25 23:30:00,9023
2018-03-26 00:00:00,8709
2018-03-26 00:30:00,8473
2018-03-26 01:00:00,8075
2018-03-26 01:30:00,7698
2018-03-26 02:00:00,7424
2018-03-26 02:30:00,7457
2018-03-26 03:00:00,7251
2018-03-26 03:30:00,7110
2018-03-26 04:00:00,7004
2018-03-26 04:30:00,7036
2018-03-26 05:00:00,7130
2018-03-26 05:30:00,7458
2018-03-26 06:00:00,7778
2018-03-26 06:30:00,8422
2018-03-26 07:00:00,9003
2018-03-26 07:30:00,9799
2018-03-26 08:00:00,10207
2018-03-26 08:30:00,10392
2018-03-26 09:00:00,10443
2018-03-26 09:30:00,10496
2018-03-26 10:00:00,10484
2018-03-26 10:30:00,10384
2018-03-26 11:00:00,10247
2018-03-26 11:30:00,10109
2018-03-26 12:00:00,10108
2018-03-26 12:30:00,9990
2018-03-26 13:00:00,9836
2018-03-26 13:30:00,9616
2018-03-26 14:00:00,9395
2018-03-26 14:30:00,9381
2018-03-26 15:00:00,9225
2018-03-26 15:30:00,9206
2018-03-26 16:00:00,9203
2018-03-26 16:30:00,9105
2018-03-26 17:00:00,9222
2018-03-26 17:30:00,9314
2018-03-26 18:00:00,9412
2018-03-26 18:30:00,9570
2018-03-26 19:00:00,9882
2018-03-26 19:30:00,10100
2018-03-26 20:00:00,10245
2018-03-26 20:30:00,10101
2018-03-26 21:00:00,10007
2018-03-26 21:30:00,9489
2018-03-26 22:00:00,9115
2018-03-26 22:30:00,9168
2018-03-26 23:00:00,9606
2018-03-26 23:30:00,9307
2018-03-27 00:00:00,9007
2018-03-27 00:30:00,8617
2018-03-27 01:00:00,8158
2018-03-27 01:30:00,7711
2018-03-27 02:00:00,7525
2018-03-27 02:30:00,7532
2018-03-27 03:00:00,7198
2018-03-27 03:30:00,7171
2018-03-27 04:00:00,7046
2018-03-27 04:30:00,7037
2018-03-27 05:00:00,7184
2018-03-27 05:30:00,7509
2018-03-27 06:00:00,7772
2018-03-27 06:30:00,8429
2018-03-27 07:00:00,9008
2018-03-27 07:30:00,9841
2018-03-27 08:00:00,10315
2018-03-27 08:30:00,10631
2018-03-27 09:00:00,10866
2018-03-27 09:30:00,10869
2018-03-27 10:00:00,11007
2018-03-27 10:30:00,11062
2018-03-27 11:00:00,11118
2018-03-27 11:30:00,11171
2018-03-27 12:00:00,11323
2018-03-27 12:30:00,11331
2018-03-27 13:00:00,11158
2018-03-27 13:30:00,11050
2018-03-27 14:00:00,10862
2018-03-27 14:30:00,10892
2018-03-27 15:00:00,10603
2018-03-27 15:30:00,10197
2018-03-27 16:00:00,10007
2018-03-27 16:30:00,9928
2018-03-27 17:00:00,9817
2018-03-27 17:30:00,9700
2018-03-27 18:00:00,9834
2018-03-27 18:30:00,9956
2018-03-27 19:00:00,10238
2018-03-27 19:30:00,10455
2018-03-27 20:00:00,10511
2018-03-27 20:30:00,10399
2018-03-27 21:00:00,10226
2018-03-27 21:30:00,9683
2018-03-27 22:00:00,9372
2018-03-27 22:30:00,9280
2018-03-27 23:00:00,9762
2018-03-27 23:30:00,9499
2018-03-28 00:00:00,9192
2018-03-28 00:30:00,8846
2018-03-28 01:00:00,8313
2018-03-28 01:30:00,7930
2018-03-28 02:00:00,7581
2018-03-28 02:30:00,7567
2018-03-28 03:00:00,7427
2018-03-28 03:30:00,7230
2018-03-28 04:00:00,7234
2018-03-28 04:30:00,7335
2018-03-28 05:00:00,7415
2018-03-28 05:30:00,7722
2018-03-28 06:00:00,8062
2018-03-28 06:30:00,8634
2018-03-28 07:00:00,9187
2018-03-28 07:30:00,9985
2018-03-28 08:00:00,10303
2018-03-28 08:30:00,10635
2018-03-28 09:00:00,10873
2018-03-28 09:30:00,10929
2018-03-28 10:00:00,10999
2018-03-28 10:30:00,10987
2018-03-28 11:00:00,10956
2018-03-28 11:30:00,10956
2018-03-28 12:00:00,11038
2018-03-28 12:30:00,10898
2018-03-28 13:00:00,10643
2018-03-28 13:30:00,10387
2018-03-28 14:00:00,10152
2018-03-28 14:30:00,10177
2018-03-28 15:00:00,9973
2018-03-28 15:30:00,9889
2018-03-28 16:00:00,9852
2018-03-28 16:30:00,9836
2018-03-28 17:00:00,9849
2018-03-28 17:30:00,9829
2018-03-28 18:00:00,9882
2018-03-28 18:30:00,9973
2018-03-28 19:00:00,10157
2018-03-28 19:30:00,10383
2018-03-28 20:00:00,10542
2018-03-28 20:30:00,10544
2018-03-28 21:00:00,10571
2018-03-28 21:30:00,10180
2018-03-28 22:00:00,9811
2018-03-28 22:30:00,9875
2018-03-28 23:00:00,10409
2018-03-28 23:30:00,10110
2018-03-29 00:30:00,9477
2018-03-29 01:00:00,9019
2018-03-29 01:30:00,8612
2018-03-29 02:00:00,8270
2018-03-29 02:30:00,8213
2018-03-29 03:00:00,7999
2018-03-29 03:30:00,7922
2018-03-29 04:00:00,7864
2018-03-29 04:30:00,7854
2018-03-29 05:00:00,7908
2018-03-29 05:30:00,8196
2018-03-29 06:00:00,8547
2018-03-29 06:30:00,9293
2018-03-29 07:00:00,9838
2018-03-29 07:30:00,10660
2018-03-29 08:00:00,10998
2018-03-29 08:30:00,11188
2018-03-29 09:00:00,11191
2018-03-29 09:30:00,11134
2018-03-29 10:00:00,11032
2018-03-29 10:30:00,10885
2018-03-29 11:00:00,10823
2018-03-29 11:30:00,10639
2018-03-29 12:00:00,10683
2018-03-29 12:30:00,10540
2018-03-29 13:00:00,10348
2018-03-29 13:30:00,10190
2018-03-29 14:00:00,9940
2018-03-29 14:30:00,9929
2018-03-29 15:00:00,9700
2018-03-29 15:30:00,9498
2018-03-29 16:00:00,9425
2018-03-29 16:30:00,9389
2018-03-29 17:00:00,9424
2018-03-29 17:30:00,9521
2018-03-29 18:00:00,9639
2018-03-29 18:30:00,9763
2018-03-29 19:00:00,10360
2018-03-29 19:30:00,10553
2018-03-29 20:00:00,10607
2018-03-29 20:30:00,10525
2018-03-29 21:00:00,10395
2018-03-29 21:30:00,9979
2018-03-29 22:00:00,9635
2018-03-29 22:30:00,9636
2018-03-29 23:00:00,10086
2018-03-29 23:30:00,9787
2018-03-30 00:00:00,9552
2018-03-30 00:30:00,9160
2018-03-30 01:00:00,8665
2018-03-30 01:30:00,8198
2018-03-30 02:00:00,7962
2018-03-30 02:30:00,7903
2018-03-30 03:00:00,7671
2018-03-30 03:30:00,7581
2018-03-30 04:00:00,7481
2018-03-30 04:30:00,7483
2018-03-30 05:00:00,7591
2018-03-30 05:30:00,7851
2018-03-30 06:00:00,8187
2018-03-30 06:30:00,8821
2018-03-30 07:00:00,9338
2018-03-30 07:30:00,10137
2018-03-30 08:00:00,10448
2018-03-30 08:30:00,10532
2018-03-30 09:00:00,10704
2018-03-30 09:30:00,10782
2018-03-30 10:00:00,10806
2018-03-30 10:30:00,10739
2018-03-30 11:00:00,10788
2018-03-30 11:30:00,10757
2018-03-30 12:00:00,10737
2018-03-30 12:30:00,10652
2018-03-30 13:00:00,10528
2018-03-30 13:30:00,10413
2018-03-30 14:00:00,10350
2018-03-30 14:30:00,10489
2018-03-30 15:00:00,10287
2018-03-30 15:30:00,10088
2018-03-30 16:00:00,9994
2018-03-30 16:30:00,9952
2018-03-30 17:00:00,9876
2018-03-30 17:30:00,9739
2018-03-30 18:00:00,9740
2018-03-30 18:30:00,9811
2018-03-30 19:00:00,9847
2018-03-30 19:30:00,9919
2018-03-30 20:00:00,10001
2018-03-30 20:30:00,10036
2018-03-30 21:00:00,10093
2018-03-30 21:30:00,9779
2018-03-30 22:00:00,9462
2018-03-30 22:30:00,9506
2018-03-30 23:00:00,10034
2018-03-30 23:30:00,9757
2018-03-31 00:00:00,9487
2018-03-31 00:30:00,9230
2018-03-31 01:00:00,8755
2018-03-31 01:30:00,8287
2018-03-31 02:00:00,8025
2018-03-31 02:30:00,7934
2018-03-31 03:00:00,7657
2018-03-31 03:30:00,7560
2018-03-31 04:00:00,7458
2018-03-31 04:30:00,7410
2018-03-31 05:00:00,7479
2018-03-31 05:30:00,7630
2018-03-31 06:00:00,7711
2018-03-31 06:30:00,7906
2018-03-31 07:00:00,7990
2018-03-31 07:30:00,8243
2018-03-31 08:00:00,8393
2018-03-31 08:30:00,8615
2018-03-31 09:00:00,8945
2018-03-31 09:30:00,9240
2018-03-31 10:00:00,9326
2018-03-31 10:30:00,9428
2018-03-31 11:00:00,9559
2018-03-31 11:30:00,9525
2018-03-31 12:00:00,9694
2018-03-31 12:30:00,9771
2018-03-31 13:00:00,9711
2018-03-31 13:30:00,9578
2018-03-31 14:00:00,9336
2018-03-31 14:30:00,9365
2018-03-31 15:00:00,9221
2018-03-31 15:30:00,9020
2018-03-31 16:00:00,8830
2018-03-31 16:30:00,8681
2018-03-31 17:00:00,8590
2018-03-31 17:30:00,8583
2018-03-31 18:00:00,8629
2018-03-31 18:30:00,8617
2018-03-31 19:00:00,8851
2018-03-31 19:30:00,9010
2018-03-31 20:00:00,9126
2018-03-31 20:30:00,9204
2018-03-31 21:00:00,9312
2018-03-31 21:30:00,9054
2018-03-31 22:00:00,8891
2018-03-31 22:30:00,9014
2018-03-31 23:00:00,9555
2018-03-31 23:30:00,9497
